FCS_HEADER_ID	PARAMETER_NUMBER	PNN_REPORTED	PNS_REPORTED	PNN_PREFERRED	PNN_PREFERRED_TERM_ID	PNS_PREFERRED	PNS_PREFERRED_TERM_ID
119580	4	FL2-H	PE CXCR3				
119580	5	FL3-H	PP CD3				
119580	6	FL4-H	APC CCR5				
85861	1	FSC-H	FSC				
85861	2	SSC-H	SSC				
85861	3	FL1-H	AUTO1				
85861	4	FL2-H	AUTO2				
85861	5	FL3-H	AUTO3				
85861	6	FL4-H	AUTO4				
121647	1	FSC-H	Forward Scatter				
121647	2	SSC-H	Side Scatter				
121647	3	FL1-H	Anti-HLA-DR FITC				
121647	4	FL2-H	PE CD123				
121647	5	FL3-H	PP CD3 14 19 56				
121647	6	FL4-H	APC CD11C				
140230	1	FSC-H	FSC				
140230	2	SSC-H	SSC				
140230	3	FL1-H	FITC CD14				
140230	4	FL2-H	PE CD23				
140230	5	FL3-H	PP CD3				
140230	6	FL4-H	APC CD19				
109612	1	FSC-H	FSC				
109612	2	SSC-H	SSC				
109612	3	FL1-H	FITC CD4				
109612	4	FL2-H	PE CCR3				
109612	5	FL3-H	PP CD8				
109612	6	FL4-H	APC CCR4				
98226	1	FSC-H	FSC				
98226	2	SSC-H	SSC				
98226	3	FL1-H	FITC CD4				
98226	4	FL2-H	PE CD25				
98226	5	FL3-H	PP CD3				
98226	6	FL4-H	APC CD161				
123998	1	FSC-H	FSC				
123998	2	SSC-H	SSC				
123998	3	FL1-H	FITC CD4				
123998	4	FL2-H	PE CD25				
123998	5	FL3-H	PP CD3				
123998	6	FL4-H	APC CD45RA				
133339	1	FSC-H	FSC				
133339	2	SSC-H	SSC				
133339	3	FL1-H	FITC CD4				
133339	4	FL2-H	PE CD25				
133339	5	FL3-H	PP CD3				
133339	6	FL4-H	APC CD45RO				
107206	1	FSC-H	FSC				
107206	2	SSC-H	SSC				
107206	3	FL1-H	FITC CD4				
107206	4	FL2-H	PE CXCR3				
107206	5	FL3-H	PP CD8				
107206	6	FL4-H	APC CCR5				
135325	1	FSC-H	FSC				
135325	2	SSC-H	SSC				
135325	3	FL1-H	FITC CD56				
135325	4	FL2-H	PE CXCR3				
135325	5	FL3-H	PP CD3				
135325	6	FL4-H	APC CCR5				
109545	1	FSC-H	FSC				
109545	2	SSC-H	SSC				
109545	3	FL1-H	AUTO1				
109545	4	FL2-H	AUTO2				
109545	5	FL3-H	AUTO3				
109545	6	FL4-H	AUTO4				
130690	1	FSC-H	Forward Scatter				
130690	2	SSC-H	Side Scatter				
130690	3	FL1-H	Anti-HLA-DR FITC				
130690	4	FL2-H	PE CD123				
130690	5	FL3-H	PP CD3 14 19 56				
130690	6	FL4-H	APC CD11C				
131870	1	FSC-H	FSC				
131870	2	SSC-H	SSC				
131870	3	FL1-H	FITC CD14				
131870	4	FL2-H	PE CD23				
131870	5	FL3-H	PP CD3				
131870	6	FL4-H	APC CD19				
99901	1	FSC-H	FSC				
99901	2	SSC-H	SSC				
99901	3	FL1-H	FITC CD4				
99901	4	FL2-H	PE CCR3				
99901	5	FL3-H	PP CD8				
99901	6	FL4-H	APC CCR4				
78922	1	FSC-H	FSC				
78922	2	SSC-H	SSC				
78922	3	FL1-H	FITC CD4				
78922	4	FL2-H	PE CD25				
78922	5	FL3-H	PP CD3				
78922	6	FL4-H	APC CD161				
78323	1	FSC-H	FSC				
78323	2	SSC-H	SSC				
78323	3	FL1-H	FITC CD4				
78323	4	FL2-H	PE CD25				
78323	5	FL3-H	PP CD3				
78323	6	FL4-H	APC CD45RA				
105906	1	FSC-H	FSC				
105906	2	SSC-H	SSC				
105906	3	FL1-H	FITC CD4				
105906	4	FL2-H	PE CD25				
105906	5	FL3-H	PP CD3				
105906	6	FL4-H	APC CD45RO				
124965	1	FSC-H	FSC				
124965	2	SSC-H	SSC				
124965	3	FL1-H	FITC CD4				
124965	4	FL2-H	PE CXCR3				
124965	5	FL3-H	PP CD8				
124965	6	FL4-H	APC CCR5				
141650	1	FSC-H	FSC				
141650	2	SSC-H	SSC				
141650	3	FL1-H	FITC CD56				
141650	4	FL2-H	PE CXCR3				
141650	5	FL3-H	PP CD3				
141650	6	FL4-H	APC CCR5				
77179	1	FSC-H	FSC				
77179	2	SSC-H	SSC				
77179	3	FL1-H	AUTO1				
77179	4	FL2-H	AUTO2				
77179	5	FL3-H	AUTO3				
77179	6	FL4-H	AUTO4				
129025	1	FSC-H	Forward Scatter				
129025	2	SSC-H	Side Scatter				
129025	3	FL1-H	Anti-HLA-DR FITC				
129025	4	FL2-H	PE CD123				
129025	5	FL3-H	PP CD3 14 19 56				
129025	6	FL4-H	APC CD11C				
135334	1	FSC-H	FSC				
135334	2	SSC-H	SSC				
135334	3	FL1-H	FITC CD14				
135334	4	FL2-H	PE CD23				
135334	5	FL3-H	PP CD3				
135334	6	FL4-H	APC CD19				
128935	1	FSC-H	FSC				
128935	2	SSC-H	SSC				
128935	3	FL1-H	FITC CD4				
128935	4	FL2-H	PE CCR3				
128935	5	FL3-H	PP CD8				
128935	6	FL4-H	APC CCR4				
133728	1	FSC-H	FSC				
133728	2	SSC-H	SSC				
133728	3	FL1-H	FITC CD4				
133728	4	FL2-H	PE CD25				
133728	5	FL3-H	PP CD3				
133728	6	FL4-H	APC CD161				
138207	1	FSC-H	FSC				
138207	2	SSC-H	SSC				
138207	3	FL1-H	FITC CD4				
138207	4	FL2-H	PE CD25				
138207	5	FL3-H	PP CD3				
138207	6	FL4-H	APC CD45RA				
85071	1	FSC-H	FSC				
85071	2	SSC-H	SSC				
85071	3	FL1-H	FITC CD4				
85071	4	FL2-H	PE CD25				
85071	5	FL3-H	PP CD3				
85071	6	FL4-H	APC CD45RO				
126614	1	FSC-H	FSC				
126614	2	SSC-H	SSC				
126614	3	FL1-H	FITC CD4				
126614	4	FL2-H	PE CXCR3				
126614	5	FL3-H	PP CD8				
126614	6	FL4-H	APC CCR5				
132418	1	FSC-H	FSC				
132418	2	SSC-H	SSC				
132418	3	FL1-H	FITC CD56				
132418	4	FL2-H	PE CXCR3				
132418	5	FL3-H	PP CD3				
132418	6	FL4-H	APC CCR5				
91344	1	FSC-H	FSC				
91344	2	SSC-H	SSC				
91344	3	FL1-H	AUTO1				
91344	4	FL2-H	AUTO2				
91344	5	FL3-H	AUTO3				
91344	6	FL4-H	AUTO4				
102645	1	FSC-H	Forward Scatter				
102645	2	SSC-H	Side Scatter				
102645	3	FL1-H	Anti-HLA-DR FITC				
102645	4	FL2-H	PE CD123				
102645	5	FL3-H	PP CD3 14 19 56				
102645	6	FL4-H	APC CD11C				
148871	1	FSC-H	FSC				
148871	2	SSC-H	SSC				
148871	3	FL1-H	FITC CD14				
148871	4	FL2-H	PE CD23				
148871	5	FL3-H	PP CD3				
148871	6	FL4-H	APC CD19				
140599	1	FSC-H	FSC				
140599	2	SSC-H	SSC				
140599	3	FL1-H	FITC CD4				
140599	4	FL2-H	PE CCR3				
140599	5	FL3-H	PP CD8				
140599	6	FL4-H	APC CCR4				
120648	1	FSC-H	FSC				
120648	2	SSC-H	SSC				
120648	3	FL1-H	FITC CD4				
120648	4	FL2-H	PE CD25				
120648	5	FL3-H	PP CD3				
120648	6	FL4-H	APC CD161				
97801	1	FSC-H	FSC				
97801	2	SSC-H	SSC				
97801	3	FL1-H	FITC CD4				
97801	4	FL2-H	PE CD25				
97801	5	FL3-H	PP CD3				
97801	6	FL4-H	APC CD45RA				
121166	1	FSC-H	FSC				
121166	2	SSC-H	SSC				
121166	3	FL1-H	FITC CD4				
121166	4	FL2-H	PE CD25				
121166	5	FL3-H	PP CD3				
121166	6	FL4-H	APC CD45RO				
132999	1	FSC-H	FSC				
132999	2	SSC-H	SSC				
132999	3	FL1-H	FITC CD4				
132999	4	FL2-H	PE CXCR3				
132999	5	FL3-H	PP CD8				
132999	6	FL4-H	APC CCR5				
98037	1	FSC-H	FSC				
98037	2	SSC-H	SSC				
98037	3	FL1-H	FITC CD56				
98037	4	FL2-H	PE CXCR3				
98037	5	FL3-H	PP CD3				
98037	6	FL4-H	APC CCR5				
124978	1	FSC-H	FSC				
124978	2	SSC-H	SSC				
124978	3	FL1-H	AUTO1				
124978	4	FL2-H	AUTO2				
124978	5	FL3-H	AUTO3				
124978	6	FL4-H	AUTO4				
89629	1	FSC-H	Forward Scatter				
89629	2	SSC-H	Side Scatter				
89629	3	FL1-H	Anti-HLA-DR FITC				
89629	4	FL2-H	PE CD123				
89629	5	FL3-H	PP CD3 14 19 56				
89629	6	FL4-H	APC CD11C				
87208	1	FSC-H	FSC				
87208	2	SSC-H	SSC				
87208	3	FL1-H	FITC CD14				
87208	4	FL2-H	PE CD23				
87208	5	FL3-H	PP CD3				
87208	6	FL4-H	APC CD19				
114449	1	FSC-H	FSC				
114449	2	SSC-H	SSC				
114449	3	FL1-H	FITC CD4				
114449	4	FL2-H	PE CCR3				
114449	5	FL3-H	PP CD8				
114449	6	FL4-H	APC CCR4				
149068	1	FSC-H	FSC				
149068	2	SSC-H	SSC				
149068	3	FL1-H	FITC CD4				
149068	4	FL2-H	PE CD25				
149068	5	FL3-H	PP CD3				
149068	6	FL4-H	APC CD161				
116625	1	FSC-H	FSC				
116625	2	SSC-H	SSC				
116625	3	FL1-H	FITC CD4				
116625	4	FL2-H	PE CD25				
116625	5	FL3-H	PP CD3				
116625	6	FL4-H	APC CD45RA				
150738	1	FSC-H	FSC				
150738	2	SSC-H	SSC				
150738	3	FL1-H	FITC CD4				
150738	4	FL2-H	PE CD25				
150738	5	FL3-H	PP CD3				
150738	6	FL4-H	APC CD45RO				
94070	1	FSC-H	FSC				
94070	2	SSC-H	SSC				
94070	3	FL1-H	FITC CD4				
94070	4	FL2-H	PE CXCR3				
94070	5	FL3-H	PP CD8				
94070	6	FL4-H	APC CCR5				
92599	1	FSC-H	FSC				
92599	2	SSC-H	SSC				
92599	3	FL1-H	FITC CD56				
92599	4	FL2-H	PE CXCR3				
92599	5	FL3-H	PP CD3				
92599	6	FL4-H	APC CCR5				
138238	1	FSC-H	FSC				
138238	2	SSC-H	SSC				
138238	3	FL1-H	AUTO1				
138238	4	FL2-H	AUTO2				
138238	5	FL3-H	AUTO3				
138238	6	FL4-H	AUTO4				
99982	1	FSC-H	Forward Scatter				
99982	2	SSC-H	Side Scatter				
99982	3	FL1-H	Anti-HLA-DR FITC				
99982	4	FL2-H	PE CD123				
99982	5	FL3-H	PP CD3 14 19 56				
99982	6	FL4-H	APC CD11C				
92996	1	FSC-H	FSC				
92996	2	SSC-H	SSC				
92996	3	FL1-H	FITC CD14				
92996	4	FL2-H	PE CD23				
92996	5	FL3-H	PP CD3				
92996	6	FL4-H	APC CD19				
83456	1	FSC-H	FSC				
83456	2	SSC-H	SSC				
83456	3	FL1-H	FITC CD4				
83456	4	FL2-H	PE CCR3				
83456	5	FL3-H	PP CD8				
83456	6	FL4-H	APC CCR4				
109452	1	FSC-H	FSC				
109452	2	SSC-H	SSC				
109452	3	FL1-H	FITC CD4				
109452	4	FL2-H	PE CD25				
109452	5	FL3-H	PP CD3				
109452	6	FL4-H	APC CD161				
102334	1	FSC-H	FSC				
102334	2	SSC-H	SSC				
102334	3	FL1-H	FITC CD4				
102334	4	FL2-H	PE CD25				
102334	5	FL3-H	PP CD3				
102334	6	FL4-H	APC CD45RA				
84955	1	FSC-H	FSC				
84955	2	SSC-H	SSC				
84955	3	FL1-H	FITC CD4				
84955	4	FL2-H	PE CD25				
84955	5	FL3-H	PP CD3				
84955	6	FL4-H	APC CD45RO				
109504	1	FSC-H	FSC				
109504	2	SSC-H	SSC				
109504	3	FL1-H	FITC CD4				
109504	4	FL2-H	PE CXCR3				
109504	5	FL3-H	PP CD8				
109504	6	FL4-H	APC CCR5				
134791	1	FSC-H	FSC				
134791	2	SSC-H	SSC				
134791	3	FL1-H	FITC CD56				
134791	4	FL2-H	PE CXCR3				
134791	5	FL3-H	PP CD3				
134791	6	FL4-H	APC CCR5				
124891	1	FSC-H	FSC				
124891	2	SSC-H	SSC				
124891	3	FL1-H	AUTO1				
124891	4	FL2-H	AUTO2				
124891	5	FL3-H	AUTO3				
124891	6	FL4-H	AUTO4				
83624	1	FSC-H	Forward Scatter				
83624	2	SSC-H	Side Scatter				
83624	3	FL1-H	Anti-HLA-DR FITC				
83624	4	FL2-H	PE CD123				
83624	5	FL3-H	PP CD3 14 19 56				
83624	6	FL4-H	APC CD11C				
117489	1	FSC-H	FSC				
117489	2	SSC-H	SSC				
117489	3	FL1-H	FITC CD14				
117489	4	FL2-H	PE CD23				
117489	5	FL3-H	PP CD3				
117489	6	FL4-H	APC CD19				
91520	1	FSC-H	FSC				
91520	2	SSC-H	SSC				
91520	3	FL1-H	FITC CD4				
91520	4	FL2-H	PE CCR3				
91520	5	FL3-H	PP CD8				
91520	6	FL4-H	APC CCR4				
88507	1	FSC-H	FSC				
88507	2	SSC-H	SSC				
88507	3	FL1-H	FITC CD4				
88507	4	FL2-H	PE CD25				
88507	5	FL3-H	PP CD3				
88507	6	FL4-H	APC CD161				
96786	1	FSC-H	FSC				
96786	2	SSC-H	SSC				
96786	3	FL1-H	FITC CD4				
96786	4	FL2-H	PE CD25				
96786	5	FL3-H	PP CD3				
96786	6	FL4-H	APC CD45RA				
134229	1	FSC-H	FSC				
134229	2	SSC-H	SSC				
134229	3	FL1-H	FITC CD4				
134229	4	FL2-H	PE CD25				
134229	5	FL3-H	PP CD3				
134229	6	FL4-H	APC CD45RO				
93550	1	FSC-H	FSC				
93550	2	SSC-H	SSC				
93550	3	FL1-H	FITC CD4				
93550	4	FL2-H	PE CXCR3				
93550	5	FL3-H	PP CD8				
93550	6	FL4-H	APC CCR5				
101026	1	FSC-H	FSC				
101026	2	SSC-H	SSC				
101026	3	FL1-H	FITC CD56				
101026	4	FL2-H	PE CXCR3				
101026	5	FL3-H	PP CD3				
101026	6	FL4-H	APC CCR5				
136069	1	FSC-H	FSC				
136069	2	SSC-H	SSC				
136069	3	FL1-H	AUTO1				
136069	4	FL2-H	AUTO2				
136069	5	FL3-H	AUTO3				
136069	6	FL4-H	AUTO4				
110754	1	FSC-H	Forward Scatter				
110754	2	SSC-H	Side Scatter				
110754	3	FL1-H	Anti-HLA-DR FITC				
110754	4	FL2-H	PE CD123				
110754	5	FL3-H	PP CD3 14 19 56				
110754	6	FL4-H	APC CD11C				
103451	1	FSC-H	FSC				
103451	2	SSC-H	SSC				
103451	3	FL1-H	FITC CD14				
103451	4	FL2-H	PE CD23				
103451	5	FL3-H	PP CD3				
103451	6	FL4-H	APC CD19				
83701	1	FSC-H	FSC				
83701	2	SSC-H	SSC				
83701	3	FL1-H	FITC CD4				
83701	4	FL2-H	PE CCR3				
83701	5	FL3-H	PP CD8				
83701	6	FL4-H	APC CCR4				
143891	1	FSC-H	FSC				
143891	2	SSC-H	SSC				
143891	3	FL1-H	FITC CD4				
143891	4	FL2-H	PE CD25				
143891	5	FL3-H	PP CD3				
143891	6	FL4-H	APC CD161				
116804	1	FSC-H	FSC				
116804	2	SSC-H	SSC				
116804	3	FL1-H	FITC CD4				
116804	4	FL2-H	PE CD25				
116804	5	FL3-H	PP CD3				
116804	6	FL4-H	APC CD45RA				
125973	1	FSC-H	FSC				
125973	2	SSC-H	SSC				
125973	3	FL1-H	FITC CD4				
125973	4	FL2-H	PE CD25				
125973	5	FL3-H	PP CD3				
125973	6	FL4-H	APC CD45RO				
150229	1	FSC-H	FSC				
150229	2	SSC-H	SSC				
150229	3	FL1-H	FITC CD4				
150229	4	FL2-H	PE CXCR3				
150229	5	FL3-H	PP CD8				
150229	6	FL4-H	APC CCR5				
118872	1	FSC-H	FSC				
118872	2	SSC-H	SSC				
118872	3	FL1-H	FITC CD56				
118872	4	FL2-H	PE CXCR3				
118872	5	FL3-H	PP CD3				
118872	6	FL4-H	APC CCR5				
129654	1	FSC-H	FSC				
129654	2	SSC-H	SSC				
129654	3	FL1-H	AUTO1				
129654	4	FL2-H	AUTO2				
129654	5	FL3-H	AUTO3				
129654	6	FL4-H	AUTO4				
133241	1	FSC-H	Forward Scatter				
133241	2	SSC-H	Side Scatter				
133241	3	FL1-H	Anti-HLA-DR FITC				
133241	4	FL2-H	PE CD123				
133241	5	FL3-H	PP CD3 14 19 56				
133241	6	FL4-H	APC CD11C				
144671	1	FSC-H	FSC				
144671	2	SSC-H	SSC				
144671	3	FL1-H	FITC CD14				
144671	4	FL2-H	PE CD23				
144671	5	FL3-H	PP CD3				
144671	6	FL4-H	APC CD19				
101469	1	FSC-H	FSC				
101469	2	SSC-H	SSC				
101469	3	FL1-H	FITC CD4				
101469	4	FL2-H	PE CCR3				
101469	5	FL3-H	PP CD8				
101469	6	FL4-H	APC CCR4				
145482	1	FSC-H	FSC				
145482	2	SSC-H	SSC				
145482	3	FL1-H	FITC CD4				
145482	4	FL2-H	PE CD25				
145482	5	FL3-H	PP CD3				
145482	6	FL4-H	APC CD161				
122542	1	FSC-H	FSC				
122542	2	SSC-H	SSC				
122542	3	FL1-H	FITC CD4				
122542	4	FL2-H	PE CD25				
122542	5	FL3-H	PP CD3				
122542	6	FL4-H	APC CD45RA				
111861	1	FSC-H	FSC				
111861	2	SSC-H	SSC				
111861	3	FL1-H	FITC CD4				
111861	4	FL2-H	PE CD25				
111861	5	FL3-H	PP CD3				
111861	6	FL4-H	APC CD45RO				
133091	1	FSC-H	FSC				
133091	2	SSC-H	SSC				
133091	3	FL1-H	FITC CD4				
133091	4	FL2-H	PE CXCR3				
133091	5	FL3-H	PP CD8				
133091	6	FL4-H	APC CCR5				
150959	1	FSC-H	FSC				
150959	2	SSC-H	SSC				
150959	3	FL1-H	FITC CD56				
150959	4	FL2-H	PE CXCR3				
150959	5	FL3-H	PP CD3				
150959	6	FL4-H	APC CCR5				
134930	1	FSC-H	FSC				
134930	2	SSC-H	SSC				
134930	3	FL1-H	AUTO1				
134930	4	FL2-H	AUTO2				
134930	5	FL3-H	AUTO3				
134930	6	FL4-H	AUTO4				
87030	1	FSC-H	Forward Scatter				
87030	2	SSC-H	Side Scatter				
87030	3	FL1-H	Anti-HLA-DR FITC				
87030	4	FL2-H	PE CD123				
87030	5	FL3-H	PP CD3 14 19 56				
87030	6	FL4-H	APC CD11C				
112861	1	FSC-H	FSC				
112861	2	SSC-H	SSC				
112861	3	FL1-H	FITC CD14				
112861	4	FL2-H	PE CD23				
112861	5	FL3-H	PP CD3				
112861	6	FL4-H	APC CD19				
134405	1	FSC-H	FSC				
134405	2	SSC-H	SSC				
134405	3	FL1-H	FITC CD4				
134405	4	FL2-H	PE CCR3				
134405	5	FL3-H	PP CD8				
134405	6	FL4-H	APC CCR4				
144645	1	FSC-H	FSC				
144645	2	SSC-H	SSC				
144645	3	FL1-H	FITC CD4				
144645	4	FL2-H	PE CD25				
144645	5	FL3-H	PP CD3				
144645	6	FL4-H	APC CD161				
91622	1	FSC-H	FSC				
91622	2	SSC-H	SSC				
91622	3	FL1-H	FITC CD4				
91622	4	FL2-H	PE CD25				
91622	5	FL3-H	PP CD3				
91622	6	FL4-H	APC CD45RA				
94414	1	FSC-H	FSC				
94414	2	SSC-H	SSC				
94414	3	FL1-H	FITC CD4				
94414	4	FL2-H	PE CD25				
94414	5	FL3-H	PP CD3				
94414	6	FL4-H	APC CD45RO				
123037	1	FSC-H	FSC				
123037	2	SSC-H	SSC				
123037	3	FL1-H	FITC CD4				
123037	4	FL2-H	PE CXCR3				
123037	5	FL3-H	PP CD8				
123037	6	FL4-H	APC CCR5				
146909	1	FSC-H	FSC				
146909	2	SSC-H	SSC				
146909	3	FL1-H	FITC CD56				
146909	4	FL2-H	PE CXCR3				
146909	5	FL3-H	PP CD3				
146909	6	FL4-H	APC CCR5				
89022	1	FSC-H	FSC				
89022	2	SSC-H	SSC				
89022	3	FL1-H	AUTO1				
89022	4	FL2-H	AUTO2				
89022	5	FL3-H	AUTO3				
89022	6	FL4-H	AUTO4				
82198	1	FSC-H	Forward Scatter				
82198	2	SSC-H	Side Scatter				
82198	3	FL1-H	Anti-HLA-DR FITC				
82198	4	FL2-H	PE CD123				
82198	5	FL3-H	PP CD3 14 19 56				
82198	6	FL4-H	APC CD11C				
84062	1	FSC-H	FSC				
84062	2	SSC-H	SSC				
84062	3	FL1-H	FITC CD14				
84062	4	FL2-H	PE CD23				
84062	5	FL3-H	PP CD3				
84062	6	FL4-H	APC CD19				
106838	1	FSC-H	FSC				
106838	2	SSC-H	SSC				
106838	3	FL1-H	FITC CD4				
106838	4	FL2-H	PE CCR3				
106838	5	FL3-H	PP CD8				
106838	6	FL4-H	APC CCR4				
115624	1	FSC-H	FSC				
115624	2	SSC-H	SSC				
115624	3	FL1-H	FITC CD4				
115624	4	FL2-H	PE CD25				
115624	5	FL3-H	PP CD3				
115624	6	FL4-H	APC CD161				
84939	1	FSC-H	FSC				
84939	2	SSC-H	SSC				
84939	3	FL1-H	FITC CD4				
84939	4	FL2-H	PE CD25				
84939	5	FL3-H	PP CD3				
84939	6	FL4-H	APC CD45RA				
136062	1	FSC-H	FSC				
136062	2	SSC-H	SSC				
136062	3	FL1-H	FITC CD4				
136062	4	FL2-H	PE CD25				
136062	5	FL3-H	PP CD3				
136062	6	FL4-H	APC CD45RO				
106178	1	FSC-H	FSC				
106178	2	SSC-H	SSC				
106178	3	FL1-H	FITC CD4				
106178	4	FL2-H	PE CXCR3				
106178	5	FL3-H	PP CD8				
106178	6	FL4-H	APC CCR5				
95692	1	FSC-H	FSC				
95692	2	SSC-H	SSC				
95692	3	FL1-H	FITC CD56				
95692	4	FL2-H	PE CXCR3				
95692	5	FL3-H	PP CD3				
95692	6	FL4-H	APC CCR5				
116739	1	FSC-H	FSC				
116739	2	SSC-H	SSC				
116739	3	FL1-H	AUTO1				
116739	4	FL2-H	AUTO2				
116739	5	FL3-H	AUTO3				
116739	6	FL4-H	AUTO4				
101028	1	FSC-H	Forward Scatter				
101028	2	SSC-H	Side Scatter				
101028	3	FL1-H	Anti-HLA-DR FITC				
101028	4	FL2-H	PE CD123				
101028	5	FL3-H	PP CD3 14 19 56				
101028	6	FL4-H	APC CD11C				
120444	1	FSC-H	FSC				
120444	2	SSC-H	SSC				
120444	3	FL1-H	FITC CD14				
120444	4	FL2-H	PE CD23				
120444	5	FL3-H	PP CD3				
120444	6	FL4-H	APC CD19				
106810	1	FSC-H	FSC				
106810	2	SSC-H	SSC				
106810	3	FL1-H	FITC CD4				
106810	4	FL2-H	PE CCR3				
106810	5	FL3-H	PP CD8				
106810	6	FL4-H	APC CCR4				
135399	1	FSC-H	FSC				
135399	2	SSC-H	SSC				
135399	3	FL1-H	FITC CD4				
135399	4	FL2-H	PE CD25				
135399	5	FL3-H	PP CD3				
135399	6	FL4-H	APC CD161				
96575	1	FSC-H	FSC				
96575	2	SSC-H	SSC				
96575	3	FL1-H	FITC CD4				
96575	4	FL2-H	PE CD25				
96575	5	FL3-H	PP CD3				
96575	6	FL4-H	APC CD45RA				
91959	1	FSC-H	FSC				
91959	2	SSC-H	SSC				
91959	3	FL1-H	FITC CD4				
91959	4	FL2-H	PE CD25				
91959	5	FL3-H	PP CD3				
91959	6	FL4-H	APC CD45RO				
83513	1	FSC-H	FSC				
83513	2	SSC-H	SSC				
83513	3	FL1-H	FITC CD4				
83513	4	FL2-H	PE CXCR3				
83513	5	FL3-H	PP CD8				
83513	6	FL4-H	APC CCR5				
112709	1	FSC-H	FSC				
112709	2	SSC-H	SSC				
112709	3	FL1-H	FITC CD56				
112709	4	FL2-H	PE CXCR3				
112709	5	FL3-H	PP CD3				
112709	6	FL4-H	APC CCR5				
141009	1	FSC-H	FSC				
141009	2	SSC-H	SSC				
141009	3	FL1-H	AUTO1				
141009	4	FL2-H	AUTO2				
141009	5	FL3-H	AUTO3				
141009	6	FL4-H	AUTO4				
149728	1	FSC-H	Forward Scatter				
149728	2	SSC-H	Side Scatter				
149728	3	FL1-H	Anti-HLA-DR FITC				
149728	4	FL2-H	PE CD123				
149728	5	FL3-H	PP CD3 14 19 56				
149728	6	FL4-H	APC CD11C				
147959	1	FSC-H	FSC				
147959	2	SSC-H	SSC				
147959	3	FL1-H	FITC CD14				
147959	4	FL2-H	PE CD23				
147959	5	FL3-H	PP CD3				
147959	6	FL4-H	APC CD19				
149494	1	FSC-H	FSC				
149494	2	SSC-H	SSC				
149494	3	FL1-H	FITC CD4				
149494	4	FL2-H	PE CCR3				
149494	5	FL3-H	PP CD8				
149494	6	FL4-H	APC CCR4				
96765	1	FSC-H	FSC				
96765	2	SSC-H	SSC				
96765	3	FL1-H	FITC CD4				
96765	4	FL2-H	PE CD25				
96765	5	FL3-H	PP CD3				
96765	6	FL4-H	APC CD161				
138020	1	FSC-H	FSC				
138020	2	SSC-H	SSC				
138020	3	FL1-H	FITC CD4				
138020	4	FL2-H	PE CD25				
138020	5	FL3-H	PP CD3				
138020	6	FL4-H	APC CD45RA				
111120	1	FSC-H	FSC				
111120	2	SSC-H	SSC				
111120	3	FL1-H	FITC CD4				
111120	4	FL2-H	PE CD25				
111120	5	FL3-H	PP CD3				
111120	6	FL4-H	APC CD45RO				
114873	1	FSC-H	FSC				
114873	2	SSC-H	SSC				
114873	3	FL1-H	FITC CD4				
114873	4	FL2-H	PE CXCR3				
114873	5	FL3-H	PP CD8				
114873	6	FL4-H	APC CCR5				
99500	1	FSC-H	FSC				
99500	2	SSC-H	SSC				
99500	3	FL1-H	FITC CD56				
99500	4	FL2-H	PE CXCR3				
99500	5	FL3-H	PP CD3				
99500	6	FL4-H	APC CCR5				
100707	1	FSC-H	FSC				
100707	2	SSC-H	SSC				
100707	3	FL1-H	AUTO1				
100707	4	FL2-H	AUTO2				
100707	5	FL3-H	AUTO3				
100707	6	FL4-H	AUTO4				
94317	1	FSC-H	Forward Scatter				
94317	2	SSC-H	Side Scatter				
94317	3	FL1-H	Anti-HLA-DR FITC				
94317	4	FL2-H	PE CD123				
94317	5	FL3-H	PP CD3 14 19 56				
94317	6	FL4-H	APC CD11C				
80115	1	FSC-H	FSC				
80115	2	SSC-H	SSC				
80115	3	FL1-H	FITC CD14				
80115	4	FL2-H	PE CD23				
80115	5	FL3-H	PP CD3				
80115	6	FL4-H	APC CD19				
85733	1	FSC-H	FSC				
85733	2	SSC-H	SSC				
85733	3	FL1-H	FITC CD4				
85733	4	FL2-H	PE CCR3				
85733	5	FL3-H	PP CD8				
85733	6	FL4-H	APC CCR4				
86985	1	FSC-H	FSC				
86985	2	SSC-H	SSC				
86985	3	FL1-H	FITC CD4				
86985	4	FL2-H	PE CD25				
86985	5	FL3-H	PP CD3				
86985	6	FL4-H	APC CD161				
106794	1	FSC-H	FSC				
106794	2	SSC-H	SSC				
106794	3	FL1-H	FITC CD4				
106794	4	FL2-H	PE CD25				
106794	5	FL3-H	PP CD3				
106794	6	FL4-H	APC CD45RA				
116351	1	FSC-H	FSC				
116351	2	SSC-H	SSC				
116351	3	FL1-H	FITC CD4				
116351	4	FL2-H	PE CD25				
116351	5	FL3-H	PP CD3				
116351	6	FL4-H	APC CD45RO				
126488	1	FSC-H	FSC				
126488	2	SSC-H	SSC				
126488	3	FL1-H	FITC CD4				
126488	4	FL2-H	PE CXCR3				
126488	5	FL3-H	PP CD8				
126488	6	FL4-H	APC CCR5				
137350	1	FSC-H	FSC				
137350	2	SSC-H	SSC				
137350	3	FL1-H	FITC CD56				
137350	4	FL2-H	PE CXCR3				
137350	5	FL3-H	PP CD3				
137350	6	FL4-H	APC CCR5				
99774	1	FSC-H	FSC				
99774	2	SSC-H	SSC				
99774	3	FL1-H	AUTO1				
99774	4	FL2-H	AUTO2				
99774	5	FL3-H	AUTO3				
99774	6	FL4-H	AUTO4				
113764	1	FSC-H	Forward Scatter				
113764	2	SSC-H	Side Scatter				
